"year","country","category","Number of people","Percentage"
"1965","Russia","Judaism Orthodox","0","0.0000"
"1965","Russia","Judaism Conservatives","0","0.0000"
"1965","Russia","Judaism Reform","0","0.0000"
"1965","Russia","Judaism Others","3513814","0.0152"
"1965","Russia","Judaism Total","3513814","0.0152"
"1965","Russia","Islam Sunni","0","0.0000"
"1965","Russia","Islam Shi’a","0","0.0000"
"1965","Russia","Islam Ibadhi","0","0.0000"
"1965","Russia","Islam Nation of Islam","0","0.0000"
"1965","Russia","Islam Alawite","0","0.0000"
"1965","Russia","Islam Ahmadiyya","0","0.0000"
"1965","Russia","Islam Other","30074250","0.1302"
"1965","Russia","Islam Total","30074250","0.1302"
"1965","Russia","Buddhism Mahayana","0","0.0000"
"1965","Russia","Buddhism Theravada","0","0.0000"
"1965","Russia","Buddhism Other","851383","0.0037"
"1965","Russia","Buddhism Total","851383","0.0037"
"1965","Russia","Zoroastrian Total","0","0.0000"
"1965","Russia","Hindu Total","0","0.0000"
"1965","Russia","Sikh Total","0","0.0000"
"1965","Russia","Shinto Total","0","0.0000"
"1965","Russia","Baha’i Total","3005","0.0000"
"1965","Russia","Taoism Total","0","0.0000"
"1965","Russia","Confucianism Total","0","0.0000"
"1965","Russia","Jain Total","0","0.0000"
"1965","Russia","Syncretic Religions Total","0","0.0000"
"1965","Russia","Animist Religions Total","1053537","0.0046"
"1965","Russia","Non. Religious Total","115630940","0.5007"
"1965","Russia","Other Religions Total","5674860","0.0246"
"1965","Russia","Sum of Religion Adherents","225261140","0.9754"
"1965","Russia","Total Population","230936000","1.0000"
"1970","Russia","Christianity Protestants","4188000","0.0173"
"1970","Russia","Christianity Roman Catholics","3176000","0.0131"
"1970","Russia","Christianity Eastern Orthodox","70402430","0.2900"
"1970","Russia","Christianity Anglican","930","0.0000"
"1970","Russia","Christianity Others","0","0.0000"
"1970","Russia","Christianity Total","77767360","0.3203"
"1970","Russia","Judaism Orthodox","0","0.0000"
"1970","Russia","Judaism Conservatives","0","0.0000"
"1970","Russia","Judaism Reform","0","0.0000"
"1970","Russia","Judaism Others","3382543","0.0139"
"1970","Russia","Judaism Total","3382543","0.0139"
"1970","Russia","Islam Sunni","0","0.0000"
"1970","Russia","Islam Shi’a","0","0.0000"
"1970","Russia","Islam Ibadhi","0","0.0000"
"1970","Russia","Islam Nation of Islam","0","0.0000"
"1970","Russia","Islam Alawite","0","0.0000"
"1970","Russia","Islam Ahmadiyya","0","0.0000"
"1970","Russia","Islam Other","30148500","0.1242"
"1970","Russia","Islam Total","30148500","0.1242"
"1970","Russia","Buddhism Mahayana","0","0.0000"
"1970","Russia","Buddhism Theravada","0","0.0000"
"1970","Russia","Buddhism Other","883672","0.0036"
"1970","Russia","Buddhism Total","883672","0.0036"
"1970","Russia","Zoroastrian Total","0","0.0000"
"1970","Russia","Hindu Total","0","0.0000"
"1970","Russia","Sikh Total","0","0.0000"
"1970","Russia","Shinto Total","0","0.0000"
"1970","Russia","Baha’i Total","3714","0.0000"
"1970","Russia","Taoism Total","0","0.0000"
"1970","Russia","Confucianism Total","0","0.0000"
"1970","Russia","Jain Total","0","0.0000"
"1970","Russia","Syncretic Religions Total","0","0.0000"
"1970","Russia","Animist Religions Total","995345","0.0041"
"1970","Russia","Non. Religious Total","124951688","0.5147"
"1970","Russia","Other Religions Total","4634178","0.0191"
"1970","Russia","Sum of Religion Adherents","238132822","0.9809"
"1970","Russia","Total Population","242767000","0.9999"
"1975","Russia","Christianity Protestants","4272000","0.0168"
"1975","Russia","Christianity Roman Catholics","3414000","0.0134"
"1975","Russia","Christianity Eastern Orthodox","67748287","0.2662"
"1975","Russia","Christianity Anglican","715","0.0000"
"1975","Russia","Christianity Others","0","0.0000"
"1975","Russia","Christianity Total","75435002","0.2964"
"1975","Russia","Judaism Orthodox","0","0.0000"
"1975","Russia","Judaism Conservatives","0","0.0000"
"1975","Russia","Judaism Reform","0","0.0000"
"1975","Russia","Judaism Others","3251271","0.0128"
"1975","Russia","Judaism Total","3251271","0.0128"
"1975","Russia","Islam Sunni","0","0.0000"
"1975","Russia","Islam Shi’a","0","0.0000"
"1975","Russia","Islam Ibadhi","0","0.0000"
"1975","Russia","Islam Nation of Islam","0","0.0000"
"1975","Russia","Islam Alawite","0","0.0000"
"1975","Russia","Islam Ahmadiyya","0","0.0000"
"1975","Russia","Islam Other","30222750","0.1188"
"1975","Russia","Islam Total","30222750","0.1188"
"1975","Russia","Buddhism Mahayana","0","0.0000"
"1975","Russia","Buddhism Theravada","0","0.0000"
"1975","Russia","Buddhism Other","800254","0.0031"
"1975","Russia","Buddhism Total","800254","0.0031"
"1975","Russia","Zoroastrian Total","0","0.0000"
"1975","Russia","Hindu Total","0","0.0000"
"1975","Russia","Sikh Total","0","0.0000"
"1975","Russia","Shinto Total","0","0.0000"
"1975","Russia","Baha’i Total","4157","0.0000"
"1975","Russia","Taoism Total","0","0.0000"
"1975","Russia","Confucianism Total","0","0.0000"
"1975","Russia","Jain Total","0","0.0000"
"1975","Russia","Syncretic Religions Total","0","0.0000"
"1975","Russia","Animist Religions Total","697672","0.0027"
"1975","Russia","Non. Religious Total","136526617","0.5365"
"1975","Russia","Other Religions Total","7531277","0.0296"
"1975","Russia","Sum of Religion Adherents","246937723","0.9704"
"1975","Russia","Total Population","254469000","0.9999"
"1980","Russia","Christianity Protestants","4356000","0.0164"
"1980","Russia","Christianity Roman Catholics","3652000","0.0138"
"1980","Russia","Christianity Eastern Orthodox","65094143","0.2452"
"1980","Russia","Christianity Anglican","500","0.0000"
"1980","Russia","Christianity Others","0","0.0000"
"1980","Russia","Christianity Total","73102643","0.2754"
"1980","Russia","Judaism Orthodox","0","0.0000"
"1980","Russia","Judaism Conservatives","0","0.0000"
"1980","Russia","Judaism Reform","0","0.0000"
"1980","Russia","Judaism Others","3120000","0.0118"
"1980","Russia","Judaism Total","3120000","0.0118"
"1980","Russia","Islam Sunni","0","0.0000"
"1980","Russia","Islam Shi’a","0","0.0000"
"1980","Russia","Islam Ibadhi","0","0.0000"
"1980","Russia","Islam Nation of Islam","0","0.0000"
"1980","Russia","Islam Alawite","0","0.0000"
"1980","Russia","Islam Ahmadiyya","0","0.0000"
"1980","Russia","Islam Other","30297000","0.1141"
"1980","Russia","Islam Total","30297000","0.1141"
"1980","Russia","Buddhism Mahayana","0","0.0000"
"1980","Russia","Buddhism Theravada","0","0.0000"
"1980","Russia","Buddhism Other","716836","0.0027"
"1980","Russia","Buddhism Total","716836","0.0027"
"1980","Russia","Zoroastrian Total","0","0.0000"
"1980","Russia","Hindu Total","0","0.0000"
"1980","Russia","Sikh Total","0","0.0000"
"1980","Russia","Shinto Total","0","0.0000"
"1980","Russia","Baha’i Total","4600","0.0000"
"1980","Russia","Taoism Total","0","0.0000"
"1980","Russia","Confucianism Total","0","0.0000"
"1980","Russia","Jain Total","0","0.0000"
"1980","Russia","Syncretic Religions Total","0","0.0000"
"1980","Russia","Animist Religions Total","400000","0.0015"
"1980","Russia","Non. Religious Total","148101547","0.5579"
"1980","Russia","Other Religions Total","9741374","0.0367"
"1980","Russia","Sum of Religion Adherents","255742626","0.9633"
"1980","Russia","Total Population","265484000","1.0001"
"1985","Russia","Christianity Protestants","4440000","0.0160"
"1985","Russia","Christianity Roman Catholics","3890000","0.0140"
"1985","Russia","Christianity Eastern Orthodox","62440000","0.2251"
"1985","Russia","Christianity Anglican","1650","0.0000"
"1985","Russia","Christianity Others","0","0.0000"
"1985","Russia","Christianity Total","70771650","0.2552"
"1985","Russia","Judaism Orthodox","0","0.0000"
"1985","Russia","Judaism Conservatives","0","0.0000"
"1985","Russia","Judaism Reform","0","0.0000"
"1985","Russia","Judaism Others","2987095","0.0108"
"1985","Russia","Judaism Total","2987095","0.0108"
"1985","Russia","Islam Sunni","0","0.0000"
"1985","Russia","Islam Shi’a","0","0.0000"
"1985","Russia","Islam Ibadhi","0","0.0000"
"1985","Russia","Islam Nation of Islam","0","0.0000"
"1985","Russia","Islam Alawite","0","0.0000"
"1985","Russia","Islam Ahmadiyya","0","0.0000"
"1985","Russia","Islam Other","31360000","0.1131"
"1985","Russia","Islam Total","31360000","0.1131"
"1985","Russia","Buddhism Mahayana","0","0.0000"
"1985","Russia","Buddhism Theravada","0","0.0000"
"1985","Russia","Buddhism Other","633418","0.0023"
"1985","Russia","Buddhism Total","633418","0.0023"
"1985","Russia","Zoroastrian Total","0","0.0000"
"1985","Russia","Hindu Total","0","0.0000"
"1985","Russia","Sikh Total","0","0.0000"
"1985","Russia","Shinto Total","0","0.0000"
"1985","Russia","Baha’i Total","9800","0.0000"
"1985","Russia","Taoism Total","0","0.0000"
"1985","Russia","Confucianism Total","0","0.0000"
"1985","Russia","Jain Total","0","0.0000"
"1985","Russia","Syncretic Religions Total","0","0.0000"
"1985","Russia","Animist Religions Total","633333","0.0023"
"1985","Russia","Non. Religious Total","159676476","0.5758"
"1985","Russia","Other Religions Total","11262228","0.0406"
"1985","Russia","Sum of Religion Adherents","266071772","0.9594"
"1985","Russia","Total Population","277334000","1.0001"
"1990","Russia","Christianity Protestants","4525619","0.0161"
"1990","Russia","Christianity Roman Catholics","4143510","0.0147"
"1990","Russia","Christianity Eastern Orthodox","59894076","0.2129"
"1990","Russia","Christianity Anglican","2800","0.0000"
"1990","Russia","Christianity Others","0","0.0000"
"1990","Russia","Christianity Total","68566005","0.2437"
"1990","Russia","Judaism Orthodox","0","0.0000"
"1990","Russia","Judaism Conservatives","0","0.0000"
"1990","Russia","Judaism Reform","0","0.0000"
"1990","Russia","Judaism Others","2854190","0.0101"
"1990","Russia","Judaism Total","2854190","0.0101"
"1990","Russia","Islam Sunni","0","0.0000"
"1990","Russia","Islam Shi’a","0","0.0000"
"1990","Russia","Islam Ibadhi","0","0.0000"
"1990","Russia","Islam Nation of Islam","0","0.0000"
"1990","Russia","Islam Alawite","0","0.0000"
"1990","Russia","Islam Ahmadiyya","0","0.0000"
"1990","Russia","Islam Other","28541901","0.1014"
"1990","Russia","Islam Total","28541901","0.1014"
"1990","Russia","Buddhism Mahayana","0","0.0000"
"1990","Russia","Buddhism Theravada","0","0.0000"
"1990","Russia","Buddhism Other","550000","0.0020"
"1990","Russia","Buddhism Total","550000","0.0020"
"1990","Russia","Zoroastrian Total","0","0.0000"
"1990","Russia","Hindu Total","0","0.0000"
"1990","Russia","Sikh Total","0","0.0000"
"1990","Russia","Shinto Total","0","0.0000"
"1990","Russia","Baha’i Total","15000","0.0001"
"1990","Russia","Taoism Total","0","0.0000"
"1990","Russia","Confucianism Total","0","0.0000"
"1990","Russia","Jain Total","0","0.0000"
"1990","Russia","Syncretic Religions Total","850","0.0000"
"1990","Russia","Animist Religions Total","866667","0.0031"
"1990","Russia","Non. Religious Total","171251405","0.6087"
"1990","Russia","Other Religions Total","8697982","0.0309"
"1990","Russia","Sum of Religion Adherents","272646018","0.9691"
"1990","Russia","Total Population","281344000","1.0000"
"1995","Russia","Christianity Protestants","1189565","0.0080"
"1995","Russia","Christianity Roman Catholics","1477740","0.0100"
"1995","Russia","Christianity Eastern Orthodox","29554800","0.2000"
"1995","Russia","Christianity Anglican","3053","0.0000"
"1995","Russia","Christianity Others","0","0.0000"
"1995","Russia","Christianity Total","32225158","0.2181"
"1995","Russia","Judaism Orthodox","0","0.0000"
"1995","Russia","Judaism Conservatives","0","0.0000"
"1995","Russia","Judaism Reform","0","0.0000"
"1995","Russia","Judaism Others","897498","0.0061"
"1995","Russia","Judaism Total","897498","0.0061"
"1995","Russia","Islam Sunni","0","0.0000"
"1995","Russia","Islam Shi’a","0","0.0000"
"1995","Russia","Islam Ibadhi","0","0.0000"
"1995","Russia","Islam Nation of Islam","0","0.0000"
"1995","Russia","Islam Alawite","0","0.0000"
"1995","Russia","Islam Ahmadiyya","0","0.0000"
"1995","Russia","Islam Other","14777400","0.1000"
"1995","Russia","Islam Total","14777400","0.1000"
"1995","Russia","Buddhism Mahayana","0","0.0000"
"1995","Russia","Buddhism Theravada","0","0.0000"
"1995","Russia","Buddhism Other","552705","0.0037"
"1995","Russia","Buddhism Total","552705","0.0037"
"1995","Russia","Zoroastrian Total","0","0.0000"
"1995","Russia","Hindu Total","0","0.0000"
"1995","Russia","Sikh Total","0","0.0000"
"1995","Russia","Shinto Total","0","0.0000"
"1995","Russia","Baha’i Total","17418","0.0001"
"1995","Russia","Taoism Total","0","0.0000"
"1995","Russia","Confucianism Total","0","0.0000"
"1995","Russia","Jain Total","0","0.0000"
"1995","Russia","Syncretic Religions Total","893","0.0000"
"1995","Russia","Animist Religions Total","1100000","0.0074"
"1995","Russia","Non. Religious Total","93097620","0.6300"
"1995","Russia","Other Religions Total","5105308","0.0345"
"1995","Russia","Sum of Religion Adherents","142668692","0.9655"
"1995","Russia","Total Population","147774000","0.9999"
"2000","Russia","Christianity Protestants","2053384","0.0140"
"2000","Russia","Christianity Roman Catholics","1078026","0.0073"
"2000","Russia","Christianity Eastern Orthodox","102853800","0.7000"
"2000","Russia","Christianity Anglican","0","0.0000"
"2000","Russia","Christianity Others","0","0.0000"
"2000","Russia","Christianity Total","105985210","0.7213"
"2000","Russia","Judaism Orthodox","0","0.0000"
"2000","Russia","Judaism Conservatives","0","0.0000"
"2000","Russia","Judaism Reform","0","0.0000"
"2000","Russia","Judaism Others","622175","0.0042"
"2000","Russia","Judaism Total","622175","0.0042"
"2000","Russia","Islam Sunni","20570760","0.1400"
"2000","Russia","Islam Shi’a","0","0.0000"
"2000","Russia","Islam Ibadhi","0","0.0000"
"2000","Russia","Islam Nation of Islam","0","0.0000"
"2000","Russia","Islam Alawite","0","0.0000"
"2000","Russia","Islam Ahmadiyya","0","0.0000"
"2000","Russia","Islam Other","0","0.0000"
"2000","Russia","Islam Total","20570760","0.1400"
"2000","Russia","Buddhism Mahayana","0","0.0000"
"2000","Russia","Buddhism Theravada","0","0.0000"
"2000","Russia","Buddhism Other","1796711","0.0122"
"2000","Russia","Buddhism Total","1796711","0.0122"
"2000","Russia","Zoroastrian Total","0","0.0000"
"2000","Russia","Hindu Total","0","0.0000"
"2000","Russia","Sikh Total","0","0.0000"
"2000","Russia","Shinto Total","0","0.0000"
"2000","Russia","Baha’i Total","0","0.0000"
"2000","Russia","Taoism Total","0","0.0000"
"2000","Russia","Confucianism Total","0","0.0000"
"2000","Russia","Jain Total","0","0.0000"
"2000","Russia","Syncretic Religions Total","0","0.0000"
"2000","Russia","Animist Religions Total","0","0.0000"
"2000","Russia","Non. Religious Total","17800000","0.1211"
"2000","Russia","Other Religions Total","159144","0.0011"
"2000","Russia","Sum of Religion Adherents","146774856","0.9989"
"2000","Russia","Total Population","146934000","0.9999"
"2005","Russia","Christianity Protestants","2000000","0.0140"
"2005","Russia","Christianity Roman Catholics","1050000","0.0073"
"2005","Russia","Christianity Eastern Orthodox","100179800","0.7000"
"2005","Russia","Christianity Anglican","0","0.0000"
"2005","Russia","Christianity Others","0","0.0000"
"2005","Russia","Christianity Total","103229800","0.7213"
"2005","Russia","Judaism Orthodox","0","0.0000"
"2005","Russia","Judaism Conservatives","0","0.0000"
"2005","Russia","Judaism Reform","0","0.0000"
"2005","Russia","Judaism Others","606000","0.0042"
"2005","Russia","Judaism Total","606000","0.0042"
"2005","Russia","Islam Sunni","20035960","0.1400"
"2005","Russia","Islam Shi’a","0","0.0000"
"2005","Russia","Islam Ibadhi","0","0.0000"
"2005","Russia","Islam Nation of Islam","0","0.0000"
"2005","Russia","Islam Alawite","0","0.0000"
"2005","Russia","Islam Ahmadiyya","0","0.0000"
"2005","Russia","Islam Other","0","0.0000"
"2005","Russia","Islam Total","20035960","0.1400"
"2005","Russia","Buddhism Mahayana","0","0.0000"
"2005","Russia","Buddhism Theravada","0","0.0000"
"2005","Russia","Buddhism Other","1750000","0.0122"
"2005","Russia","Buddhism Total","1750000","0.0122"
"2005","Russia","Zoroastrian Total","0","0.0000"
"2005","Russia","Hindu Total","0","0.0000"
"2005","Russia","Sikh Total","0","0.0000"
"2005","Russia","Shinto Total","0","0.0000"
"2005","Russia","Baha’i Total","0","0.0000"
"2005","Russia","Taoism Total","0","0.0000"
"2005","Russia","Confucianism Total","0","0.0000"
"2005","Russia","Jain Total","0","0.0000"
"2005","Russia","Syncretic Religions Total","0","0.0000"
